TID,IOPS,SeqRatio,AvgStride,UniqRatio
4248,474610.2,0.99,1.7,1.00
4248,301297.0,0.96,2.6,0.99
4248,573790.3,0.99,1.7,1.00
4248,307112.0,0.97,2.0,0.99
4248,983979.6,0.98,2.4,1.00
4248,619920.8,1.00,1.0,1.00
4248,297766.5,0.96,2.5,0.99
4248,544741.1,0.99,1.7,1.00
4248,286394.5,0.96,2.3,0.99
4248,340295.2,0.96,2.6,0.99
4248,710136.7,0.99,2.3,1.00
4248,497187.8,0.99,1.7,1.00
4248,342077.7,0.96,2.9,0.99
4248,904453.1,0.98,3.4,1.00
4248,478400.9,0.99,1.5,1.00
4248,338440.8,0.96,2.6,0.99
4248,1164133.8,0.98,4.0,1.00
4248,900260.9,1.00,1.0,1.00
4248,279411.9,0.97,2.6,0.99
4248,606632.2,0.97,4.4,1.00
4248,925805.4,1.00,1.0,1.00
4248,313276.3,0.96,2.6,0.99
4248,561575.9,0.99,1.7,1.00
4248,297316.2,0.97,1.8,0.99
4248,1051879.0,0.98,2.5,1.00
4248,562793.2,1.00,1.0,1.00
4248,289214.5,0.96,2.5,0.99
4248,508323.8,0.99,1.7,1.00
4248,288943.6,0.96,2.3,0.99
4248,516154.0,0.99,2.0,1.00
4248,309286.3,0.98,1.7,0.99
4248,827087.1,0.98,2.6,1.00
4248,567917.1,1.00,1.0,1.00
4248,274262.0,0.96,2.5,0.99
4248,530260.1,0.99,1.7,1.00
4248,273430.1,0.97,2.0,0.99
4248,934020.2,0.98,2.3,1.00
4248,286045.7,0.99,1.5,1.00
4248,652914.6,0.97,2.1,0.99
4248,496041.4,0.99,1.7,1.00
4248,298885.2,0.96,2.3,0.99
4248,533629.1,0.99,2.0,1.00
4248,317606.8,0.98,1.7,0.99
4248,838074.8,0.98,2.6,1.00
4248,580912.5,1.00,1.0,1.00
4248,292827.8,0.96,2.5,0.99
4248,561186.9,0.99,1.7,1.00
4248,302567.6,0.97,2.0,0.99
4248,544815.3,0.98,2.3,1.00
4248,354160.6,0.98,1.5,0.99
4248,1038910.5,0.98,2.0,1.00
4248,512841.0,0.99,1.7,1.00
4248,270181.9,0.96,2.5,0.99
4248,577831.2,0.99,1.7,1.00
4248,471054.1,0.99,1.7,1.00
4248,328249.8,0.96,2.9,0.99
4248,339907.5,0.95,4.3,0.99
4248,551047.2,0.98,3.0,1.00
4248,646180.7,1.00,1.0,1.00
4248,302760.8,0.96,2.5,0.99
4248,531934.8,0.99,1.7,1.00
4248,307887.7,0.97,1.8,0.99
4248,1134128.4,0.98,2.5,1.00
4248,614524.9,1.00,1.0,1.00
4248,278618.2,0.97,2.6,0.99
4248,625659.9,0.97,4.4,1.00
4248,900634.7,1.00,1.0,1.00
4248,297050.6,0.96,2.3,0.99
4248,561063.9,0.99,2.0,1.00
4248,484879.7,0.99,1.7,1.00
4248,329368.1,0.96,2.9,0.99
4248,773119.6,0.98,3.4,1.00
4248,344825.7,0.99,1.5,1.00
4248,623818.1,0.97,2.1,0.99
4248,564989.2,0.99,1.7,1.00
4248,284854.7,0.96,2.3,0.99
4248,582578.2,0.99,2.0,1.00
4248,341996.3,0.98,1.7,0.99
4248,745560.2,0.98,2.6,1.00
4248,571005.4,1.00,1.0,1.00
4248,302773.7,0.96,2.5,0.99
4248,565323.6,0.99,1.7,1.00
4248,272444.8,0.97,2.0,0.99
4248,563035.8,0.98,2.3,1.00
4248,501775.8,0.99,1.5,1.00
4248,304685.0,0.96,2.6,0.99
4248,1062664.0,0.98,4.0,1.00
4248,931444.2,1.00,1.0,1.00
4248,318889.5,0.96,2.6,0.99
4248,322850.0,0.96,2.9,0.99
4248,780483.1,0.99,1.7,1.00
4248,517370.3,0.99,1.7,1.00
4248,302064.2,0.95,4.3,0.99
4248,737709.6,0.99,2.0,1.00
4248,487377.7,0.99,1.7,1.00
4248,308932.5,0.95,4.3,0.99
4248,780188.1,0.99,2.0,1.00
4248,327033.7,0.98,1.7,0.99
4248,412897.9,0.97,2.7,0.99
4248,509075.9,0.97,2.8,1.00
4248,434354.7,0.99,1.5,1.00
4248,336569.3,0.96,2.6,0.99
4248,771488.6,0.98,4.0,1.00
4248,874310.9,1.00,1.0,1.00
4248,284653.2,0.97,2.6,0.99
4248,569420.3,0.97,4.4,1.00
4248,785637.6,1.00,1.0,1.00
4248,313474.2,0.96,2.3,0.99
4248,590337.9,0.99,2.0,1.00
4248,473479.6,0.99,1.7,1.00
4248,308314.1,0.96,2.9,0.99
4248,960946.6,0.98,3.4,1.00
4248,388342.4,0.99,1.5,1.00
4248,603585.7,0.97,2.1,0.99
4248,555263.9,0.99,1.7,1.00
4248,297702.8,0.96,2.3,0.99
4248,353327.6,0.96,2.6,0.99
4248,750605.5,0.99,2.3,1.00
4248,509637.3,0.99,1.7,1.00
4248,312816.9,0.97,2.5,0.99
4248,236177.6,0.95,3.3,0.99
4248,758343.2,0.98,4.5,1.00
4248,661464.5,1.00,1.0,1.00
4248,284746.9,0.96,2.6,0.99
4248,533202.2,0.99,1.7,1.00
4248,237589.2,0.97,2.0,0.99
4248,403831.4,0.98,2.3,1.00
4248,272569.5,0.98,1.5,0.99
4248,743844.4,0.98,2.0,1.00
4248,296443.2,0.95,3.6,0.99
4248,928835.2,1.00,1.0,1.00
4248,285437.8,0.97,2.6,0.99
4248,557552.0,0.97,4.4,1.00
4248,889933.3,1.00,1.0,1.00
4248,314278.6,0.96,2.5,0.99
4248,567300.4,0.99,1.7,1.00
4248,493353.2,0.99,1.7,1.00
4248,309547.3,0.96,2.9,0.99
4248,394674.4,0.97,3.5,0.94
4248,494401.3,0.98,1.5,0.99
4248,457090.6,0.95,3.4,0.99
4248,772186.8,0.99,2.5,1.00
4248,905777.9,0.99,2.5,1.00
4248,299217.1,0.96,1.3,0.95
4248,817369.1,0.98,2.2,1.00
4248,1244264.8,0.99,2.3,1.00
4248,359306.3,0.97,2.8,0.99
4248,263666.9,0.95,3.3,0.99
4248,1103182.0,0.98,4.5,1.00
4248,735281.4,1.00,1.0,1.00
4248,278703.2,0.96,2.5,0.99
4248,308081.8,0.95,3.6,0.99
4248,921838.2,1.00,1.0,1.00
4248,362442.0,0.98,2.5,1.00
4248,391721.2,0.95,4.6,0.99
4248,872731.2,1.00,1.0,1.00
4248,322122.0,0.96,2.3,0.99
4248,578060.8,0.99,2.0,1.00
4248,351798.2,0.98,1.7,0.99
4248,790631.1,0.98,2.6,1.00
4248,613514.6,1.00,1.0,1.00
4248,295307.2,0.96,2.5,0.99
4248,580080.6,0.99,1.7,1.00
4248,295357.6,0.97,2.0,0.99
4248,1045674.8,0.98,2.3,1.00
4248,342668.4,0.99,1.5,1.00
4248,307568.1,0.96,2.1,0.98
4248,730731.2,0.98,2.0,1.00
4248,299137.4,0.95,4.4,0.99
4248,796549.9,0.99,2.0,1.00
4248,306401.9,0.97,2.0,0.99
4248,1055191.5,0.98,2.3,1.00
4248,657952.2,1.00,1.0,1.00
4248,315674.5,0.96,2.5,0.99
4248,547680.2,0.99,1.7,1.00
4248,310940.8,0.96,2.3,0.99
4248,594237.8,0.99,2.0,1.00
4248,334797.2,0.98,1.7,0.99
4248,876562.2,0.98,2.6,1.00
4248,610090.3,1.00,1.0,1.00
4248,289491.9,0.98,2.5,0.99
4248,581823.4,0.96,4.5,1.00
4248,833566.7,1.00,1.0,1.00
4248,348306.9,0.97,2.0,0.99
4248,483718.0,0.95,3.4,0.99
4248,707988.1,0.99,2.5,1.00
4248,922914.9,0.99,2.5,1.00
4248,274295.5,0.97,1.3,0.98
4248,818519.0,0.98,1.9,1.00
4248,544182.9,0.98,3.2,1.00
4248,336192.7,0.96,2.6,0.99
4248,409917.4,0.96,2.9,0.99
4248,415552.0,0.99,1.5,1.00
4248,356764.6,0.97,2.3,0.99
4248,901313.2,0.98,4.2,1.00
4248,927865.7,1.00,1.0,1.00
4248,275642.9,0.98,2.5,0.99
4248,597709.1,0.96,4.6,1.00
4248,870902.3,1.00,1.0,1.00
4248,319689.1,0.96,2.2,0.99
4248,561125.4,0.99,2.0,1.00
4248,369280.5,0.98,1.7,0.99
4248,845007.2,0.98,2.6,1.00
4248,568537.7,1.00,1.0,1.00
4248,292746.1,0.98,2.5,0.99
4248,542278.7,0.96,4.5,1.00
4248,436928.7,0.98,1.3,0.99
4248,316051.8,0.95,2.5,0.98
4248,859394.9,0.99,2.2,1.00
4248,1049180.2,0.99,2.5,1.00
4248,348218.8,0.98,2.4,0.94
4248,319346.9,0.95,4.1,0.99
4248,1070055.1,0.98,4.5,1.00
4248,979559.4,1.00,1.0,1.00
4248,345412.9,0.96,2.6,0.99
4248,329453.7,0.96,2.9,0.99
4248,977561.9,0.98,3.4,1.00
4248,369111.2,0.99,1.5,1.00
4248,751275.1,0.97,2.0,0.99
4248,554842.8,0.99,1.7,1.00
4248,322640.8,0.96,2.5,0.99
4248,348431.1,0.96,2.9,0.99
4248,760420.1,0.99,1.7,1.00
4248,516787.5,0.99,1.7,1.00
4248,594320.6,0.98,3.2,1.00
4248,399354.8,0.97,1.9,0.99
4248,335631.2,0.95,4.3,0.99
4248,826675.8,0.99,2.0,1.00
4248,324854.1,0.97,2.0,0.99
4248,1019197.5,0.98,2.3,1.00
4248,661454.2,1.00,1.0,1.00
4248,294395.0,0.97,2.6,0.99
4248,339792.9,0.95,4.6,0.99
4248,472806.2,0.98,2.7,1.00
4248,618252.9,0.99,2.0,1.00
4248,303127.9,0.97,1.8,0.99
4248,925156.3,0.98,2.4,1.00
4248,632064.4,1.00,1.0,1.00
4248,324444.1,0.96,2.5,0.99
4248,574160.9,0.99,1.7,1.00
4248,505156.1,0.99,1.7,1.00
4248,325470.3,0.95,4.3,0.99
4248,299486.7,0.95,3.3,0.99
4248,1065033.6,0.99,2.5,1.00
4248,685680.0,1.00,1.0,1.00
4248,299292.7,0.96,2.5,0.99
4248,575985.0,0.99,1.7,1.00
4248,317130.8,0.97,2.0,0.99
4248,563348.1,0.98,2.3,1.00
4248,352367.6,0.98,1.5,0.99
4248,785695.4,0.98,2.0,1.00
4248,551108.9,0.99,1.7,1.00
4248,322632.7,0.96,2.6,0.99
4248,590915.6,0.99,1.7,1.00
4248,298769.4,0.97,1.8,0.99
4248,1124079.0,0.98,2.5,1.00
4248,625984.2,1.00,1.0,1.00
4248,301262.2,0.96,2.5,0.99
4248,567509.2,0.99,1.7,1.00
4248,330439.4,0.96,2.3,0.99
4248,551398.6,0.99,2.0,1.00
4248,325607.8,0.98,1.7,0.99
4248,793542.6,0.98,2.6,1.00
4248,619593.7,1.00,1.0,1.00
4248,287668.9,0.96,2.5,0.99
4248,584693.8,0.99,1.7,1.00
4248,309872.6,0.97,2.0,0.99
4248,949569.0,0.98,2.4,1.00
4248,426937.1,0.99,1.5,1.00
4248,331125.8,0.97,2.3,0.99
4248,755033.1,0.98,4.2,1.00
4248,751787.0,1.00,1.0,1.00
4248,281517.9,0.96,2.5,0.99
4248,476592.9,0.99,1.7,1.00
4248,308614.4,0.97,2.0,0.99
4248,1034034.3,0.98,2.3,1.00
4248,649756.1,1.00,1.0,1.00
4248,424510.2,0.97,2.6,0.99
4248,274824.3,0.95,4.6,0.99
4248,568315.5,0.98,2.9,1.00
4248,438903.3,0.99,2.0,1.00
4248,250390.3,0.98,1.5,0.99
4248,610923.1,0.98,2.0,1.00
4248,435448.2,0.99,1.7,1.00
4248,293956.2,0.96,2.5,0.99
4248,578160.0,0.99,1.7,1.00
4248,296379.3,0.97,2.0,0.99
4248,1169644.1,0.98,2.3,1.00
4248,617698.0,1.00,1.0,1.00
4248,290472.7,0.96,2.5,0.99
4248,557688.0,0.99,1.7,1.00
4248,289266.2,0.96,2.3,0.99
4248,598544.8,0.99,2.0,1.00
4248,444841.4,0.99,1.5,1.00
4248,316773.7,0.96,2.6,0.99
4248,511412.9,0.98,4.0,0.99
4248,299694.2,0.96,1.6,0.99
4248,891147.7,0.97,2.1,0.99
4248,663983.1,0.98,3.2,1.00
4248,901897.5,0.99,2.5,1.00
4248,258077.5,0.97,2.3,0.93
4248,507972.8,0.97,3.1,1.00
4248,1155484.9,0.99,2.5,1.00
4248,718334.3,0.99,2.5,1.00
4248,349498.6,0.97,1.5,0.96
4248,460995.4,0.95,3.4,0.99
4248,766871.1,0.99,2.5,1.00
4248,921075.4,0.99,2.5,1.00
4248,372346.3,0.98,1.2,0.96
4248,823537.8,0.98,1.9,1.00
4248,315782.7,0.95,4.3,0.99
4248,772960.9,0.99,2.0,1.00
4248,283449.8,0.97,2.0,0.99
4248,348109.9,0.96,2.8,0.99
4248,741367.1,0.98,2.4,1.00
4248,453821.8,0.99,1.7,1.00
4248,338236.0,0.96,2.9,0.99
4248,927576.6,0.98,3.4,1.00
4248,438213.6,0.99,1.5,1.00
4248,320204.1,0.96,2.6,0.99
4248,1181880.2,0.98,4.0,1.00
4248,928303.1,1.00,1.0,1.00
4248,294373.3,0.96,2.6,0.99
4248,533871.6,0.99,1.7,1.00
4248,509104.2,0.99,1.7,1.00
4248,320516.8,0.95,4.3,0.99
4248,405231.3,0.97,2.3,0.99
4248,331017.9,0.95,1.8,0.98
4248,827969.9,0.98,2.3,1.00
4248,463573.3,0.98,2.7,0.99
4248,322627.8,0.95,4.6,0.99
4248,491963.3,0.98,2.4,1.00
4248,1126711.0,0.99,2.5,1.00
4248,288595.8,0.99,1.5,1.00
4248,707733.7,0.97,2.1,0.99
4248,552958.8,0.99,1.7,1.00
4248,295422.3,0.96,2.3,0.99
4248,588573.4,0.99,2.0,1.00
4248,334369.5,0.98,1.7,0.99
4248,727260.3,0.98,2.6,1.00
4248,574222.8,1.00,1.0,1.00
4248,215481.7,0.96,2.5,0.99
4248,400653.6,0.99,1.7,1.00
4248,216631.5,0.97,2.0,0.99
4248,233997.2,0.95,2.9,0.99
4248,593449.8,0.99,2.3,1.00
4248,371395.6,0.99,1.7,1.00
4248,263354.4,0.96,2.9,0.99
4248,633017.8,0.98,3.4,1.00
4248,376537.0,0.99,1.5,1.00
4248,245293.0,0.96,2.6,0.99
4248,622304.8,0.98,4.0,1.00
4248,715967.8,1.00,1.0,1.00
4248,210864.8,0.96,2.6,0.99
4248,421379.8,0.99,1.7,1.00
4248,356240.3,0.99,1.7,1.00
4248,219180.0,0.95,4.3,0.99
4248,550746.1,0.99,2.0,1.00
4248,202824.0,0.97,1.8,0.99
4248,498417.1,0.98,2.5,1.00
4248,431236.3,1.00,1.0,1.00
4248,189109.9,0.96,2.5,0.99
4248,188781.6,0.96,3.0,0.99
4248,438545.4,0.98,3.2,1.00
4248,345685.3,0.99,2.5,1.00
4248,324441.6,0.98,1.7,0.99
4248,185856.9,0.96,3.1,0.99
4248,250285.0,0.96,3.0,0.99
4248,516933.6,0.98,3.2,1.00
4248,505770.9,0.99,2.5,1.00
4248,262255.8,0.98,2.5,0.98
4248,370173.3,0.97,2.8,1.00
4248,263187.1,0.96,2.8,0.99
4248,462727.0,0.98,3.0,1.00
4248,574813.3,1.00,1.0,1.00
4248,230154.6,0.96,2.5,0.99
4248,471414.9,0.99,1.7,1.00
4248,242401.8,0.97,1.8,0.99
4248,694798.8,0.98,2.5,1.00
4248,528031.0,1.00,1.0,1.00
4248,252010.7,0.96,2.5,0.99
4248,270247.5,0.95,3.6,0.99
4248,722820.8,1.00,1.0,1.00
4248,336287.2,0.98,2.5,1.00
4248,226104.1,0.95,2.9,0.98
4248,409026.7,0.98,2.7,1.00
4248,553094.9,0.98,3.9,1.00
4248,249356.1,0.98,1.7,0.99
4248,701796.8,0.98,2.7,1.00
4248,511535.5,1.00,1.0,1.00
4248,249310.5,0.96,2.5,0.99
4248,297120.2,0.96,2.9,0.99
4248,667062.8,0.99,1.7,1.00
4248,439019.2,0.99,1.7,1.00
4248,296548.2,0.95,4.3,0.99
4248,712361.7,0.99,2.0,1.00
4248,442234.8,0.99,1.7,1.00
4248,295431.2,0.96,2.9,0.99
4248,814606.9,0.98,3.4,1.00
4248,293547.0,0.98,1.7,0.99
4248,737153.1,0.98,2.6,1.00
4248,554148.5,1.00,1.0,1.00
4248,320761.8,0.98,2.5,1.00
4248,312230.2,0.95,4.6,0.98
4248,449561.3,0.97,2.5,1.00
4248,876724.3,0.99,2.5,1.00
4248,674465.1,1.00,1.0,1.00
4248,270061.6,0.96,2.5,0.99
4248,513128.9,0.99,1.7,1.00
4248,288686.9,0.97,2.0,0.99
4248,514430.2,0.98,2.3,1.00
4248,311642.5,0.98,1.6,0.99
4248,801367.3,0.98,2.7,1.00
4248,554446.2,1.00,1.0,1.00
4248,269231.7,0.96,2.6,0.99
4248,527728.4,0.99,1.7,1.00
4248,455806.4,0.99,1.7,1.00
4248,321444.1,0.96,2.9,0.99
4248,377669.2,0.96,3.7,0.99
4248,317210.9,0.96,1.5,0.98
4248,664172.6,0.98,2.6,1.00
4248,484940.3,0.98,2.5,0.99
4248,280045.2,0.95,3.3,0.99
4248,640618.2,0.98,3.0,1.00
4248,981926.4,0.99,2.5,1.00
4248,441831.8,0.98,2.5,0.96
4248,330216.9,0.96,2.8,0.99
4248,545453.8,0.98,5.0,1.00
4248,643898.8,1.00,1.0,1.00
4248,265057.6,0.96,2.2,0.99
4248,547155.9,0.99,2.0,1.00
4248,315712.6,0.97,1.8,0.99
4248,430253.5,0.97,2.6,0.99
4248,589419.0,0.98,2.8,1.00
4248,399913.8,0.99,1.5,1.00
4248,334923.3,0.96,2.6,0.99
4248,965811.8,0.98,4.0,1.00
4248,958048.0,1.00,1.0,1.00
4248,281106.2,0.97,2.6,0.99
4248,571918.8,0.97,4.4,1.00
4248,857759.4,1.00,1.0,1.00
4248,279526.6,0.96,2.6,0.99
4248,568540.2,0.99,1.7,1.00
4248,298165.3,0.97,1.8,0.99
4248,1054027.1,0.98,2.5,1.00
4248,593207.8,1.00,1.0,1.00
4248,296096.8,0.96,2.5,0.99
4248,535396.9,0.99,1.7,1.00
4248,306530.3,0.96,2.3,0.99
4248,562996.2,0.99,2.0,1.00
4248,317354.9,0.98,1.7,0.99
4248,792559.8,0.98,2.7,1.00
4248,611217.8,1.00,1.0,1.00
4248,282313.3,0.96,2.5,0.99
4248,564844.6,0.99,1.7,1.00
4248,317804.0,0.97,2.0,0.99
4248,1087002.8,0.98,2.3,1.00
4248,609497.7,1.00,1.0,1.00
4248,279758.2,0.97,2.6,0.99
4248,595709.0,0.97,4.4,1.00
4248,926998.9,1.00,1.0,1.00
4248,307456.5,0.96,2.6,0.99
4248,559215.8,0.99,1.7,1.00
4248,285260.3,0.97,2.0,0.99
4248,442785.5,0.97,2.5,0.99
4248,557675.9,0.98,2.7,1.00
4248,426528.8,0.99,1.5,1.00
4248,319470.5,0.96,3.1,0.99
4248,917161.7,0.98,3.4,1.00
4248,443929.6,0.99,1.5,1.00
4248,417809.1,0.98,2.2,0.99
4248,285602.1,0.96,3.1,0.99
4248,620988.4,0.98,2.4,1.00
4248,598606.4,0.98,3.9,1.00
4248,269738.3,0.96,1.9,0.98
4248,887606.8,0.98,2.0,1.00
4248,568502.3,0.98,3.2,1.00
4248,293107.4,0.95,3.1,0.98
4248,503891.4,0.98,2.8,1.00
4248,315912.1,0.96,2.7,0.95
4248,392303.5,0.96,2.3,0.99
4248,679149.6,0.98,3.2,1.00
4248,863860.9,0.99,2.5,1.00
4248,312584.0,0.98,2.4,0.94
4248,354105.7,0.96,3.2,0.99
4248,1082699.6,0.99,2.5,1.00
4248,751160.5,0.99,2.5,1.00
4248,297508.4,0.95,3.0,0.94
4248,595246.4,0.98,2.4,1.00
4248,597329.8,0.98,3.9,1.00
4248,292781.6,0.97,2.0,0.99
4248,1019839.1,0.98,2.4,1.00
4248,331597.6,0.99,1.5,1.00
4248,584093.5,0.97,2.1,0.99
4248,541723.2,0.99,1.7,1.00
4248,392301.1,0.99,1.7,1.00
4248,601769.6,0.98,3.2,1.00
4248,418849.6,0.96,3.6,0.99
4248,281051.8,0.95,3.3,0.99
4248,1017811.7,0.99,2.5,1.00
4248,711288.9,1.00,1.0,1.00
4248,313519.6,0.96,2.6,0.99
4248,1007485.3,0.99,2.2,1.00
4248,264088.5,0.95,3.8,0.99
4248,1032716.1,0.98,3.9,1.00
4248,756161.5,1.00,1.0,1.00
4248,286976.9,0.96,2.5,0.99
4248,548036.7,0.99,1.7,1.00
4248,297222.4,0.96,2.3,0.99
4248,335363.8,0.96,2.6,0.99
4248,769036.6,0.99,2.3,1.00
4248,495093.5,0.99,1.7,1.00
4248,311581.8,0.95,4.3,0.99
4248,816326.5,0.99,2.0,1.00
4248,479314.6,0.99,1.5,1.00
4248,328502.5,0.97,2.8,0.99
4248,366958.8,0.96,2.8,0.99
4248,576096.5,0.98,5.0,1.00
4248,672491.4,1.00,1.0,1.00
4248,306384.3,0.96,2.3,0.99
4248,1031401.3,0.99,2.5,1.00
4248,267528.3,0.96,2.3,0.98
4248,912454.2,0.98,1.9,1.00
4248,341349.7,0.95,5.3,0.99
4248,864876.6,1.00,1.0,1.00
4248,298573.6,0.97,2.0,0.99
4248,546352.5,0.98,2.3,1.00
4248,319053.2,0.98,1.6,0.99
4248,925437.2,0.98,2.0,1.00
4248,537722.5,0.99,1.7,1.00
4248,485317.2,0.99,1.7,1.00
4248,317202.3,0.95,4.3,0.99
4248,277617.5,0.95,3.8,0.99
4248,367865.8,0.97,2.5,0.99
4248,543642.1,0.98,3.4,1.00
4248,634867.1,1.00,1.0,1.00
4248,289757.3,0.96,2.3,0.99
4248,1138790.0,0.99,2.5,1.00
4248,323675.3,0.96,2.8,0.99
4248,352354.0,0.97,3.2,0.99
4248,425420.2,0.98,2.7,1.00
4248,620419.6,0.99,2.0,1.00
4248,347563.5,0.98,1.7,0.99
4248,810927.2,0.98,2.6,1.00
4248,587104.8,1.00,1.0,1.00
4248,282267.8,0.97,2.6,0.99
4248,339662.2,0.95,4.6,0.99
4248,457487.6,0.98,2.7,1.00
4248,607043.6,0.99,2.0,1.00
4248,324535.4,0.98,1.7,0.99
4248,776242.1,0.98,2.6,1.00
4248,593727.8,1.00,1.0,1.00
4248,314846.0,0.96,2.5,0.99
4248,571586.8,0.99,1.7,1.00
4248,482013.0,0.99,1.7,1.00
4248,310420.4,0.95,2.2,0.98
4248,330834.8,0.96,2.8,0.99
4248,813044.2,0.98,4.3,1.00
4248,862208.3,1.00,1.0,1.00
4248,278460.7,0.96,2.6,0.99
4248,520373.9,0.99,1.7,1.00
4248,283992.6,0.97,2.0,0.99
4248,1027130.6,0.98,2.3,1.00
4248,608874.4,1.00,1.0,1.00
4248,295698.1,0.96,2.5,0.99
4248,544169.1,0.99,1.7,1.00
4248,285945.3,0.96,2.3,0.99
4248,596211.3,0.99,2.0,1.00
4248,483919.1,0.99,1.5,1.00
4248,324708.2,0.96,2.6,0.99
4248,1087926.5,0.98,4.0,1.00
4248,958385.1,1.00,1.0,1.00
4248,245073.6,0.93,3.2,0.98
4248,1068055.1,0.99,2.7,1.00
4248,292675.1,0.96,2.3,0.98
4248,708956.7,0.98,2.0,1.00
4248,624737.6,0.98,3.2,1.00
4248,836060.3,0.99,2.5,1.00
4248,376043.7,0.98,2.2,0.94
4248,352708.4,0.97,3.0,0.99
4248,616252.7,0.98,2.4,1.00
4248,601478.3,0.98,3.9,1.00
4248,295344.6,0.97,2.0,0.99
4248,1027963.8,0.98,2.4,1.00
4248,339926.5,0.97,3.0,0.99
4248,660740.6,0.98,2.4,1.00
4248,601274.9,0.98,3.9,1.00
4248,297002.4,0.97,2.0,0.99
4248,566198.8,0.98,2.3,1.00
4248,347671.2,0.98,1.5,0.99
4248,953182.4,0.98,2.1,1.00
4248,328409.8,0.95,3.6,0.99
4248,832141.4,1.00,1.0,1.00
4248,284292.8,0.97,2.6,0.99
4248,554335.7,0.97,4.4,1.00
4248,855231.9,1.00,1.0,1.00
4248,292429.7,0.96,2.5,0.99
4248,595997.5,0.99,1.7,1.00
4248,484674.1,0.99,1.7,1.00
4248,325208.2,0.96,2.9,0.99
4248,913567.9,0.98,3.4,1.00
4248,320439.8,0.98,1.5,0.99
4248,972452.2,0.98,2.0,1.00
4248,231102.0,0.94,3.7,0.95
4248,392339.6,0.97,1.9,0.99
4248,314091.2,0.96,2.3,0.99
4248,590261.6,0.99,2.0,1.00
4248,316727.4,0.98,1.7,0.99
4248,796178.4,0.98,2.6,1.00
4248,633672.8,0.99,2.5,1.00
4248,284332.0,0.94,3.4,0.98
4248,701158.6,0.98,3.0,1.00
4248,1045751.6,0.99,2.5,1.00
4248,393994.1,0.98,2.5,0.96
4248,350353.8,0.98,2.1,0.96
4248,383622.9,0.97,2.6,0.98
4248,745816.4,0.98,3.2,1.00
4248,1102915.9,0.99,2.5,1.00
4248,378815.9,0.98,2.6,0.95
4248,259121.4,0.95,3.3,0.99
4248,314702.0,0.97,3.0,0.99
4248,494189.4,0.98,2.4,1.00
4248,520067.3,0.99,2.0,1.00
4248,471040.2,0.99,1.7,1.00
4248,327344.8,0.96,2.9,0.99
4248,855729.4,0.98,3.4,1.00
4248,329989.6,0.98,1.7,0.99
4248,819546.2,0.98,2.6,1.00
4248,578021.6,1.00,1.0,1.00
4248,279731.3,0.96,2.5,0.99
4248,567061.7,0.99,1.7,1.00
4248,340530.6,0.97,2.0,0.99
4248,320660.6,0.96,2.8,0.99
4248,336230.7,0.95,4.6,0.99
4248,599467.0,0.98,2.5,1.00
4248,601860.1,0.99,2.0,1.00
4248,280251.2,0.97,2.0,0.99
4248,839696.7,0.98,2.3,1.00
4248,597045.6,0.99,2.5,1.00
4248,332757.9,0.95,2.9,0.98
4248,434704.3,0.98,2.7,1.00
4248,612924.1,0.98,3.9,1.00
4248,316725.1,0.98,1.7,0.99
4248,810521.6,0.98,2.6,1.00
4248,611930.8,1.00,1.0,1.00
4248,298955.8,0.96,2.5,0.99
4248,559604.4,0.99,1.7,1.00
4248,313142.2,0.97,2.0,0.99
4248,560719.8,0.98,2.3,1.00
4248,472216.7,0.99,1.5,1.00
4248,335047.0,0.96,2.6,0.99
4248,1116772.5,0.98,4.0,1.00
4248,920254.2,1.00,1.0,1.00
4248,319134.3,0.96,2.6,0.99
4248,316836.4,0.95,3.6,0.99
4248,898352.8,1.00,1.0,1.00
4248,385097.9,0.98,2.5,1.00
4248,377573.3,0.95,4.6,0.99
4248,844717.2,1.00,1.0,1.00
4248,461554.0,0.99,1.7,1.00
4248,244524.0,0.95,2.4,0.98
4248,497564.7,0.99,1.7,1.00
4248,576135.4,0.98,3.2,1.00
4248,310950.6,0.95,3.1,0.98
4248,466576.0,0.98,2.8,1.00
4248,1059208.1,0.99,2.5,1.00
4248,716260.2,0.99,2.5,1.00
4248,459146.7,0.98,2.4,0.95
4248,483100.9,0.98,2.5,0.97
4248,491470.3,0.97,2.1,0.99
4248,317468.2,0.95,3.7,0.99
4248,1050575.4,1.00,1.0,1.00
4248,282906.1,0.98,2.5,0.99
4248,584779.3,0.96,4.5,1.00
4248,839586.5,1.00,1.0,1.00
4248,298867.1,0.96,2.3,0.99
4248,584872.8,0.99,2.0,1.00
4248,342881.3,0.98,1.7,0.99
4248,397006.3,0.97,2.7,0.99
4248,641340.4,0.97,2.9,1.00
4248,396834.0,0.99,1.5,1.00
4248,355087.0,0.97,2.5,0.99
4248,889203.8,0.98,4.1,1.00
4248,902558.9,1.00,1.0,1.00
4248,273215.9,0.98,2.5,0.99
4248,577380.2,0.96,4.5,1.00
4248,906958.8,1.00,1.0,1.00
4248,291368.7,0.96,2.3,0.99
4248,564891.9,0.99,2.0,1.00
4248,468068.9,0.99,1.5,1.00
4248,327941.9,0.96,2.6,0.99
4248,1004000.3,0.98,4.0,1.00
4248,906952.4,1.00,1.0,1.00
4248,293477.0,0.96,2.6,0.99
4248,327826.8,0.95,3.6,0.99
4248,942757.0,1.00,1.0,1.00
