tid,seq_ratio,avg_stride
11815,0.957,20982.3
11801,0.773,20.4
11815,0.969,5.1
11801,0.734,19.6
11815,0.962,530.6
11801,0.796,13.3
11801,0.741,22.0
11801,0.732,16.1
11801,0.707,16.9
11801,0.724,22.3
11801,0.745,19.3
11801,0.758,21.3
11801,0.781,28.6
11801,0.806,15.5
11801,0.767,20.7
11801,0.820,19.4
11801,0.777,24.3
11801,0.734,22.6
11801,0.742,28.8
11801,0.732,22.0
11801,0.752,19.7
11801,0.741,18.3
11801,0.722,22.5
11801,0.741,18.5
11801,0.735,30.2
11801,0.721,22.9
11801,0.747,22.2
11815,0.944,52438.8
11801,0.744,16.8
11815,0.970,6.4
11801,0.752,30.9
11815,0.957,5.2
11801,0.734,19.9
11801,0.734,24.4
11801,0.730,14.2
11801,0.707,26.1
11801,0.723,23.0
11815,0.947,152567.6
11801,0.758,20.0
11815,0.968,4.9
11801,0.808,16.0
11815,0.969,7.9
11801,0.748,21.7
11815,0.981,6.5
11801,0.725,23.4
11801,0.713,18.5
11801,0.735,18.7
11801,0.708,21.6
11801,0.754,21.1
11801,0.746,22.7
11801,0.773,15.6
11801,0.790,13.7
11801,0.738,22.3
11801,0.746,23.0
11801,0.801,19.1
11801,0.735,26.3
11801,0.754,17.3
11801,0.741,21.8
11801,0.739,22.4
11801,0.753,18.9
11815,0.955,7344.1
11801,0.730,20.7
11815,0.955,5.3
11801,0.742,32.4
11815,0.929,44045.3
11801,0.733,22.7
11815,0.964,5.3
11815,0.976,7.3
11801,0.736,19.5
11801,0.725,28.0
11801,0.731,21.1
11801,0.736,21.1
11801,0.750,24.0
11801,0.748,20.1
11801,0.748,17.6
11801,0.741,21.8
11801,0.791,22.6
11801,0.759,21.1
11801,0.745,19.8
11801,0.745,22.4
11801,0.727,23.0
11801,0.748,18.9
11801,0.738,17.7
11801,0.732,19.0
11801,0.736,24.8
11801,0.728,22.5
11801,0.740,21.1
11801,0.725,16.1
11801,0.728,25.4
11801,0.738,19.3
11815,0.955,2105.7
11801,0.734,24.8
11815,0.958,5.8
11815,0.960,2101.9
11801,0.730,24.9
11815,0.958,2101.8
11801,0.734,23.0
11801,0.719,26.9
11801,0.714,16.4
11801,0.735,23.6
11801,0.729,20.3
11801,0.747,20.2
11801,0.755,23.2
11801,0.783,20.1
11801,0.821,14.4
11801,0.766,20.3
11801,0.784,21.8
11801,0.728,19.6
11801,0.755,18.6
11801,0.732,14.1
11801,0.749,22.2
11801,0.804,15.6
11815,0.942,35144.6
11801,0.737,27.1
11815,0.964,7.2
11801,0.732,18.6
11815,0.949,30420.4
11801,0.741,16.9
11801,0.714,25.3
11815,0.936,56110.2
11801,0.736,19.5
11815,0.955,5.7
11815,0.981,9.3
11801,0.715,19.7
11801,0.724,21.1
11801,0.742,21.5
11801,0.737,24.8
11801,0.726,27.5
11801,0.746,19.6
11801,0.734,16.9
11815,0.963,77604.6
11801,0.724,23.2
11815,0.967,5.7
11815,0.980,8.9
11801,0.734,14.5
11801,0.736,23.2
11815,0.942,13639.2
11815,0.958,4.7
11801,0.721,19.1
11815,0.954,7.1
11801,0.719,27.6
11815,0.967,4.5
11815,0.983,9.8
11801,0.722,15.8
11801,0.735,18.8
11815,0.951,110116.0
11801,0.735,19.2
11815,0.964,7.4
11815,0.975,9.7
11815,0.986,8.1
11801,0.740,20.9
11801,0.737,21.2
11815,0.937,41449.2
11801,0.720,18.2
11815,0.951,7.0
11815,0.975,9.7
11801,0.727,24.3
11801,0.728,18.7
11801,0.746,17.1
11801,0.735,25.3
11801,0.727,22.7
11801,0.720,29.6
11801,0.755,22.0
11801,0.728,19.2
11801,0.772,19.9
11801,0.769,14.9
11815,0.946,83374.2
11815,0.973,7.7
11801,0.745,14.7
11801,0.734,25.3
11801,0.734,20.0
11801,0.733,14.2
11801,0.741,22.1
11801,0.732,24.1
11801,0.798,17.2
11801,0.727,21.1
11801,0.746,19.6
11815,0.944,26231.6
11801,0.725,23.6
11815,0.942,5.9
11801,0.762,20.0
11801,0.719,23.8
11801,0.735,24.5
11801,0.728,15.4
11801,0.728,28.2
11801,0.728,21.8
11801,0.737,23.5
11815,0.954,14687.3
11801,0.768,22.3
11815,0.975,6.4
11801,0.740,17.7
11815,0.961,71318.1
11801,0.731,18.1
11815,0.975,6.1
11801,0.734,24.8
11815,0.971,4.8
11801,0.715,18.0
11801,0.715,23.6
11801,0.723,25.8
11801,0.750,16.5
11801,0.748,25.0
11801,0.751,15.8
11801,0.732,20.0
11801,0.754,16.1
11801,0.761,14.4
11801,0.750,28.8
11801,0.749,23.6
11801,0.768,17.3
11815,0.967,49819.4
11801,0.755,22.6
11815,0.964,4.6
11801,0.738,27.7
11815,0.955,6.7
11801,0.729,19.9
11801,0.737,32.3
11801,0.746,25.9
11801,0.728,19.5
11801,0.737,27.5
11801,0.762,20.2
11801,0.744,29.9
11801,0.746,20.9
11801,0.739,19.5
11801,0.738,19.4
11801,0.767,22.8
11801,0.817,16.1
11801,0.729,17.5
11801,0.747,17.4
11801,0.736,21.8
11801,0.752,19.8
11801,0.772,20.2
11801,0.741,27.1
11801,0.726,25.6
11801,0.732,27.4
11801,0.739,31.5
11801,0.758,22.2
11801,0.736,17.8
11801,0.731,20.6
11801,0.732,13.1
11801,0.731,16.0
11815,0.949,2105.5
11801,0.731,20.3
11815,0.964,4.7
11801,0.727,27.7
11801,0.732,20.9
11801,0.718,20.5
11801,0.727,28.9
11815,0.942,35649.6
11801,0.741,27.3
11815,0.957,4.8
11801,0.742,24.0
11815,0.977,1054.7
11801,0.743,20.2
11801,0.718,24.2
11815,0.957,47183.0
11801,0.726,20.1
11815,0.973,4.7
11815,0.975,7.8
11801,0.740,13.6
11801,0.725,23.3
11801,0.729,14.1
11801,0.728,19.1
11801,0.727,25.6
11815,0.960,39323.7
11815,0.985,6.9
11801,0.735,21.6
11801,0.728,24.1
11801,0.734,26.6
11801,0.743,28.0
11801,0.737,13.8
11801,0.741,15.8
11801,0.740,22.1
11815,0.953,11547.4
11801,0.737,27.8
11815,0.953,527.6
11801,0.789,16.1
11801,0.727,22.1
11801,0.724,31.3
11801,0.721,22.9
11801,0.720,19.9
11801,0.733,27.3
11801,0.741,14.4
11801,0.732,21.5
11801,0.766,22.2
11801,0.760,22.7
11801,0.743,21.5
11815,0.955,23604.2
11801,0.767,16.2
11815,0.964,5.9
11801,0.734,21.2
11815,0.941,12070.0
11815,0.979,6.1
11801,0.736,26.4
11815,0.970,7350.2
11815,0.961,5769.0
11801,0.738,21.2
11815,0.966,6.0
11801,0.734,21.1
11801,0.736,24.8
11815,0.973,15208.2
11801,0.723,25.1
11815,0.964,13112.3
11801,0.732,18.0
11815,0.955,528.5
11815,0.982,530.2
11801,0.724,26.8
11801,0.726,22.0
11815,0.965,39333.3
11801,0.731,12.1
11815,0.970,7.4
11801,0.731,18.3
11801,0.707,23.3
11801,0.742,14.3
11801,0.733,22.3
11801,0.734,18.2
11801,0.742,17.6
11801,0.731,25.4
11801,0.741,18.2
11801,0.739,18.6
11801,0.739,18.7
11801,0.760,20.3
11801,0.730,27.0
11801,0.781,13.0
11801,0.780,9.1
11801,0.734,26.7
11801,0.741,27.4
11801,0.738,19.5
11801,0.728,14.8
11801,0.753,16.9
11815,0.967,37763.1
11801,0.731,23.4
11815,0.966,5.8
11801,0.747,18.3
11801,0.737,30.5
11801,0.730,26.1
11801,0.750,22.4
11815,0.945,7.6
11815,0.966,5.5
11801,0.724,25.4
11815,0.961,9444.4
11801,0.733,27.8
11801,0.735,22.2
11801,0.737,23.4
11801,0.737,25.1
11801,0.736,19.8
11801,0.757,16.1
11801,0.716,28.4
11801,0.731,24.6
11801,0.737,29.1
11815,0.961,8.0
11815,0.985,8.5
11801,0.733,12.3
11801,0.737,26.9
11801,0.733,25.3
11815,0.945,84947.2
11801,0.726,18.8
11815,0.953,4.9
11801,0.731,20.6
11815,0.964,8922.2
11801,0.737,19.1
11815,0.957,527.9
11801,0.722,21.3
11815,0.970,5.2
11801,0.726,23.7
11801,0.738,21.2
11801,0.738,21.6
11801,0.717,19.5
11801,0.745,26.1
11801,0.768,22.1
11801,0.737,23.9
11801,0.746,20.9
11801,0.717,19.5
11815,0.962,11550.7
11801,0.734,22.6
11815,0.977,5.2
11815,0.974,7.4
11801,0.734,16.1
11801,0.735,22.1
11815,0.954,22029.1
11801,0.727,30.8
11815,0.978,7.1
11801,0.738,25.8
11801,0.734,16.7
11815,0.975,7.1
11801,0.718,19.3
11815,0.967,20981.9
11801,0.735,22.9
11801,0.720,25.4
11815,0.967,12070.6
11801,0.727,19.3
11815,0.954,5.0
11815,0.972,5.9
11801,0.731,22.3
11815,0.973,18885.0
11801,0.741,20.7
11815,0.978,1051.2
11815,0.989,8.3
11815,0.947,39861.3
11801,0.720,20.5
11815,0.968,6.6
11801,0.747,21.1
11801,0.737,18.5
11801,0.734,20.6
11801,0.730,18.8
11815,0.971,5.7
11801,0.730,24.0
11815,0.971,8.4
11815,0.984,7.0
11801,0.734,18.9
11801,0.746,20.3
11815,0.958,24131.7
11815,0.973,5.8
11801,0.723,24.5
11801,0.740,18.8
11801,0.735,17.0
11801,0.720,22.9
11801,0.721,25.8
11815,0.956,67629.4
11801,0.735,17.6
11815,0.965,6.3
11815,0.965,1050.8
11801,0.732,34.3
11801,0.732,29.9
11801,0.738,28.5
11801,0.723,22.4
11815,0.966,15732.9
11801,0.738,31.2
11815,0.968,8.1
11815,0.978,530.4
11801,0.729,22.5
11801,0.730,26.6
11801,0.729,21.7
11801,0.725,18.8
11801,0.726,27.9
11801,0.731,19.9
11801,0.766,16.7
11801,0.735,22.7
11801,0.739,14.5
11801,0.746,19.5
11801,0.724,16.4
11815,0.960,3155.5
11801,0.734,30.4
11815,0.973,5.2
11801,0.739,26.2
11801,0.736,25.0
11801,0.731,16.9
11801,0.733,20.7
11801,0.728,16.8
11801,0.733,17.3
11801,0.750,26.3
11801,0.761,11.3
11801,0.752,22.3
11801,0.716,24.5
11801,0.741,19.8
11801,0.734,31.3
11815,0.972,6.7
11801,0.803,16.5
11815,0.981,5.1
11815,0.984,8.1
11801,0.729,19.3
11801,0.729,25.3
11801,0.728,16.1
11815,0.955,8401.5
11801,0.756,18.5
11801,0.742,14.5
11801,0.725,21.5
11801,0.727,21.0
11801,0.741,18.4
11815,0.972,7.5
11801,0.734,27.5
11815,0.981,4.6
11801,0.740,15.4
11801,0.733,19.8
11801,0.738,19.1
11801,0.727,30.4
11801,0.737,22.8
11815,0.957,63444.4
11801,0.724,28.0
11815,0.971,5.8
11801,0.751,25.7
11815,0.979,5.1
11801,0.734,30.1
11815,0.986,6.7
11801,0.730,23.1
11815,0.961,5.9
11815,0.974,5.7
11801,0.726,20.5
11815,0.986,6.7
11801,0.727,27.5
11801,0.725,22.7
11815,0.968,46670.5
11801,0.740,14.9
11815,0.974,5.6
11815,0.990,8.3
11801,0.733,20.1
11801,0.722,17.4
11801,0.738,15.9
11801,0.737,20.9
11801,0.730,17.8
11801,0.721,21.2
11801,0.721,22.7
11801,0.730,28.3
11801,0.732,29.7
11801,0.722,24.7
11801,0.733,18.7
11801,0.762,22.7
11801,0.740,20.2
11801,0.736,18.2
11801,0.739,18.0
11801,0.739,21.4
11801,0.744,20.9
11801,0.724,16.7
11801,0.724,13.3
11801,0.735,11.6
11801,0.744,17.2
11801,0.737,22.4
11801,0.735,14.0
11801,0.733,25.1
11801,0.734,21.3
11801,0.740,21.6
11801,0.718,19.1
11801,0.721,24.9
11801,0.730,11.8
11801,0.731,10.6
11801,0.730,16.1
11801,0.738,21.5
11801,0.728,22.5
11801,0.737,22.0
11801,0.738,25.0
11801,0.733,18.0
11801,0.737,21.2
11801,0.741,29.2
11801,0.732,24.5
11801,0.737,19.6
11801,0.722,18.8
11801,0.735,23.1
11815,0.954,47201.9
11801,0.728,16.5
11801,0.740,18.8
11801,0.741,12.4
11801,0.726,21.7
11801,0.735,18.6
11801,0.735,26.7
11801,0.728,17.9
11801,0.767,14.7
11801,0.752,13.8
11801,0.734,18.8
11815,0.951,6303.6
11801,0.761,21.9
11801,0.734,10.4
11801,0.739,13.6
11801,0.722,29.3
11801,0.741,20.7
11801,0.729,23.7
11801,0.738,12.1
11801,0.739,21.2
11801,0.737,23.2
11801,0.722,24.4
11801,0.733,21.8
11801,0.727,21.8
11801,0.740,18.7
11801,0.727,27.5
11801,0.784,17.7
11801,0.729,20.5
11801,0.733,26.0
11815,0.959,52959.4
11801,0.733,27.3
11815,0.971,5.7
11801,0.735,18.8
11801,0.741,19.6
11801,0.733,26.0
11801,0.733,20.6
11801,0.765,23.1
11801,0.730,21.7
11801,0.754,19.9
11801,0.728,17.9
11801,0.727,20.2
11801,0.740,25.1
11801,0.748,16.2
11801,0.732,27.7
11801,0.726,26.4
11801,0.781,20.0
11801,0.739,25.5
11815,0.977,1050.8
11801,0.744,22.6
11801,0.730,16.2
11801,0.734,21.1
11801,0.727,28.7
11815,0.948,2106.0
11801,0.730,22.3
11815,0.979,5.7
11801,0.738,22.1
11801,0.733,27.1
11801,0.735,18.9
11815,0.982,1053.8
11801,0.742,18.0
11815,0.981,6.9
11801,0.738,17.5
11801,0.746,24.4
11801,0.728,25.9
11801,0.737,20.1
11801,0.726,13.6
11801,0.732,21.5
11801,0.723,23.1
11801,0.736,14.0
11801,0.734,16.4
11801,0.735,20.1
11801,0.728,21.5
11801,0.739,13.8
11801,0.744,19.3
11815,0.982,6.4
11801,0.738,19.3
11801,0.718,20.1
11801,0.726,27.0
11801,0.735,20.7
11801,0.732,17.1
11801,0.729,22.2
11801,0.734,14.1
11801,0.783,17.5
11815,0.966,9.8
11801,0.720,17.0
11815,0.981,4.7
11815,0.988,5.2
11801,0.734,25.0
11801,0.720,26.1
11801,0.719,19.1
11801,0.730,30.9
11801,0.731,21.9
11801,0.735,29.5
11801,0.750,22.9
11801,0.715,26.9
11801,0.724,25.8
11801,0.737,17.8
11801,0.727,19.3
11801,0.734,26.8
11801,0.737,23.0
11815,0.972,24123.8
11801,0.734,22.0
11815,0.976,4.8
11801,0.795,20.1
11801,0.733,31.6
11801,0.727,25.6
11801,0.729,29.0
11801,0.736,31.1
11815,0.961,2109.6
11801,0.734,22.8
11815,0.986,5.3
11801,0.722,22.0
11801,0.720,19.7
11815,0.972,3151.7
11815,0.970,1054.2
11801,0.737,23.0
11815,0.980,18880.0
11801,0.736,21.6
11801,0.734,22.6
11801,0.727,20.9
11801,0.732,22.1
11815,0.965,37754.0
11801,0.727,25.4
11815,0.985,5.3
11801,0.738,15.5
11801,0.740,17.8
11801,0.732,20.5
11801,0.730,29.4
11815,0.975,54543.1
11801,0.728,29.5
11815,0.983,5.1
11815,0.985,7.4
11801,0.731,19.8
11801,0.737,26.9
11815,0.962,25175.7
11815,0.981,5.9
11801,0.731,27.4
11815,0.992,6.5
11801,0.737,20.8
11815,0.970,5.5
11815,0.981,5249.8
11801,0.737,27.8
11801,0.745,22.6
11801,0.725,23.5
11815,0.980,6.7
11801,0.734,19.1
11815,0.976,7.1
11815,0.974,22031.1
11801,0.739,18.5
11815,0.976,5.4
11815,0.988,5.7
11801,0.729,24.6
11801,0.728,25.1
11801,0.728,24.3
11801,0.740,19.4
11801,0.735,29.6
11801,0.770,26.9
11801,0.741,21.9
11801,0.738,20.7
11801,0.723,27.0
11801,0.739,31.7
11801,0.728,18.8
11801,0.721,23.9
11801,0.745,16.6
11801,0.738,18.9
11801,0.733,21.8
11801,0.724,24.8
11815,0.980,6.2
11801,0.730,23.0
11815,0.984,4.9
11801,0.744,23.2
11801,0.734,24.2
11801,0.736,18.0
11801,0.730,26.7
11801,0.729,24.1
11801,0.735,22.6
11801,0.787,15.7
11815,0.955,48235.5
11815,0.983,7.0
11801,0.728,21.3
11801,0.725,29.5
11801,0.729,20.2
11815,0.967,7.9
11801,0.743,22.8
11815,0.981,5.7
11801,0.747,19.3
11801,0.728,18.9
11801,0.715,24.5
11801,0.736,19.9
11801,0.737,19.8
11801,0.728,31.6
11815,0.976,38800.8
11801,0.742,17.3
11815,0.977,6.0
11801,0.743,24.3
11801,0.741,24.1
11801,0.720,15.8
11801,0.744,24.4
11801,0.735,13.9
11801,0.737,17.5
11801,0.741,20.0
11815,0.966,47724.7
11801,0.735,17.9
11815,0.981,6.2
11801,0.726,21.8
11801,0.755,23.1
11815,0.972,50332.2
11801,0.725,28.2
11815,0.978,4.9
11801,0.741,26.0
11815,0.987,4.6
11801,0.736,26.8
11815,0.979,60828.0
11801,0.734,18.6
11815,0.986,6.6
11815,0.982,1052.4
11815,0.992,7.9
11801,0.744,21.4
11801,0.736,20.8
11801,0.720,21.7
11801,0.737,16.1
11801,0.769,74.8
11801,0.859,87.3
11801,0.846,99.9
11801,0.821,113.0
11801,0.810,108.4
11801,0.829,110.1
11801,0.829,118.4
11801,0.842,108.7
11801,0.870,79.0
